lat,link,lng,search_string,year
51.405,http://publications.americanalpineclub.org/articles/12199017901/Canada-British-Columbia-Coast-Range-Heartstone-Peak-North-Buttress,-125.1366666,"Canada, Heartstone Peak",1990
42.6985442,http://publications.americanalpineclub.org/articles/12199117303/North-America-United-States-WyomingWind-River-Range-Mount-Temple-North-Face-1988,-109.1726209,"Temple Peak, WY",1991
43.2992753,http://publications.americanalpineclub.org/articles/12199117401/North-America-United-States-WyomingWind-River-Range-Palmer-Creek-Buttress-1989,-110.7208885,"Wyoming, Palmer Creek Buttress",1991
50.726363,http://publications.americanalpineclub.org/articles/12199118302/North-America-Canada-Interior-Ranges-South-Howser-Spire-East-Face-Bugaboos,-116.8183315,"South Howser Spire, Canada",1991
62.7059025,http://publications.americanalpineclub.org/articles/12199212304/North-America-United-States-Alaska-P6850,-151.4565904,"Kahiltna Glacier, AK",1992
43.3118968,http://publications.americanalpineclub.org/articles/12199820202/North-America-United-States-Wyoming-Wind-River-Range-Goat-Flat-Bomber-Lake-Arte,-109.6232068,"Wyoming, Goat Flat",1998
43.1364426,http://publications.americanalpineclub.org/articles/12199924402/North-America-United-States-Wyoming-Wind-River-Range-Mt-Sacagawea-Northwest-Face,-109.6327028,"Mt. Sacagawea, WY",1999
51.54,http://publications.americanalpineclub.org/articles/12199926201/North-America-Canada-St-Elias-Range-Mt-McArthur-South-Face-Fred-Said-Buttress,-116.5966666,"Canada, Mt. McArthur",1999
42.7114872,http://publications.americanalpineclub.org/articles/12199214301/North-America-United-States-WyomingWind-River-Range-Cloud-Buttress-near-Temple-Lake,-109.1873983,"Temple Peak, WY",1992
30.7338544,http://publications.americanalpineclub.org/articles/12199223402/Asia-IndiaKumaon-and-Garhwal-Dudh-Ganga-1989,79.0632981,"Kedamath, India",1992
51.3888458,http://publications.americanalpineclub.org/articles/12199517401/North-America-Canada-British-Columbia-Stiletto-Sierra-I-and-Eaglehead-Coast-Range,-125.1966799,"Stilleto Peak, Canada",1995
36.5616014,http://publications.americanalpineclub.org/articles/12199714204/North-America-United-States-California-Peak-3985m-Red-Baron-Tower-First-Free-Ascent,-118.2250896,Lone Pine Peak,1997
37.1370975,http://publications.americanalpineclub.org/articles/12197012202/North-America-United-States-California-Sierra-Nevada-Mount-Powell-East-Face,-118.6366478,"Mount Powell, CA",1970
38.1015853,http://publications.americanalpineclub.org/articles/12197012604/North-America-United-States-California-Yosemite-East-Tooth-East-Face,-119.39698,"Sawtooth Ridge, CA",1970
36.5616014,http://publications.americanalpineclub.org/articles/12197135003/North-America-United-States-California-Sierra-Nevada-Lone-Pine-Peak-Direct-South-Face,-118.2250896,"California, Lone Pine Peak",1971
48.0765195,http://publications.americanalpineclub.org/articles/12197211502/North-America-United-States-WashingtonCascade-Mountains-Tenpeak-Mountain-Northwest-Face,-121.0515652,"Tenpeak Mountain, WA",1972
37.1007689,http://publications.americanalpineclub.org/articles/12197212003/North-America-United-States-CaliforniaSierra-Nevada-Langille-Peak-East-Buttress,-118.6181624,"California, Langille Peak",1972
35.9120043,http://publications.americanalpineclub.org/articles/12197212401/North-America-United-States-CaliforniaSierra-Nevada-Domeland,-118.209194,Domeland Wilderness,1972
36.689935,http://publications.americanalpineclub.org/articles/12197341801/North-America-United-States-California-Sierra-Nevada-Junction-Peak-North-Buttress,-118.3656507,"California, Junction Peak",1973
36.5018179,http://publications.americanalpineclub.org/articles/12197342603/North-America-United-States-Arizona-Chinle-Spire,-109.5013944,"Round Rock, AZ",1973
36.5766015,http://publications.americanalpineclub.org/articles/12197414503/North-America-United-States-California-Sierra-Nevada-Mount-Thor-Southeast-Face,-118.265924,"California, Mount Thor",1974
36.5518283,http://publications.americanalpineclub.org/articles/12197414504/North-America-United-States-California-Sierra-Nevada-Stonehouse-Buttress-Southeast-Face,-118.2073981,,1974
31.9395283,http://publications.americanalpineclub.org/articles/12197414903/North-America-United-States-Arizona-Dragoon-Mountains-Cochise-Stronghold,-109.9820136,"Arizona, Dragoon Mountains",1974
49.0266913,http://publications.americanalpineclub.org/articles/12197416701/North-America-Canada-Coast-Range-Grimface-Cascade-Range,-120.203108,"Grimface Mountain, Canada",1974
32.24491,http://publications.americanalpineclub.org/articles/12197647602/North-America-Mexico-Baja-California-Gran-Trono-Blanco,-115.91389,,1975
47.5845656,http://publications.americanalpineclub.org/articles/12195808100/North-America-United-States-Washington-Ascents-in-the-Cascades,-120.6784209,Tumwater Canyon,1958
49.6891436,http://publications.americanalpineclub.org/articles/12196013303/North-America-Canada-British-Columbia-Goose-Rock-Squamish-B-C,-123.2088452,"Canada, Goose Rock",1960
42.9794278,http://publications.americanalpineclub.org/articles/12200019801/North-America-Contiguous-United-States-Wyoming-Wind-River-Mountains-Point-12612-East-Face-The-Illness,-109.3636845,,2000
48.9820793,http://publications.americanalpineclub.org/articles/12200910700/North-America-United-States-Washington-Castle-Peak-Herrington-Hirst,-120.8617874,"Washington, Castle Peak",2009
48.8365136,http://publications.americanalpineclub.org/articles/12194743602/North-America-United-States-Washington-Nooksack-Tower-First-Ascent,-121.5865278,Nooksack Tower,1947
48.5236854,http://publications.americanalpineclub.org/articles/12194810100/United-States-First-Ascents-in-the-Cascades,-120.6633211,"Washinton Pass, WA",1948
43.7410562,http://publications.americanalpineclub.org/articles/12194922100/United-States-Wyoming-New-Route-on-the-S-Face-of-Grand-Teton,-110.8112124,"Grand Teton, WY",1949
47.4701626,http://publications.americanalpineclub.org/articles/12195930201/North-America-United-States-Washington-Argonaut-Peak-Cascades,-120.8965821,"Argonaut Peak, WA",1959
48.7712514,http://publications.americanalpineclub.org/articles/12195930203/North-America-United-States-Washington-East-Ridge-of-Inspiration-Peak-Southern-Picket-Range,-121.2955713,"Inspiration Peak, WA",1959
47.5845656,http://publications.americanalpineclub.org/articles/12195930301/North-America-United-States-Washington-Jupiter-Rock-Tumwater-Canyon,-120.6784209,"Washington, Tumwater Canyon",1959
47.460279,http://publications.americanalpineclub.org/articles/12195930502/North-America-United-States-Washington-Cruel-Finger,-120.79617,,1959
48.7767001,http://publications.americanalpineclub.org/articles/12195930602/North-America-United-States-Washington-Mount-Baker-Northeast-Face,-121.8231904,"Mount Baker, WA",1959
47.5295651,http://publications.americanalpineclub.org/articles/12196011903/North-America-United-States-Washington-Cascades-Snow-Creek-Wall,-120.718698,"Washington, Snow Creek Wall",1960
48.8309709,http://publications.americanalpineclub.org/articles/12196136400/North-America-United-States-WashingtonCascades-Mount-Shuksan-via-Nooksack-Ridge,-121.6116933,"Mount Shuksan, WA",1961
42.5605028,http://publications.americanalpineclub.org/articles/12196138001/North-America-United-States-WyomingWind-River-Range-Northeast-Face-Squaretop,-109.5426364,"Wyoming, Squaretop",1961
42.7766326,http://publications.americanalpineclub.org/articles/12196138201/North-America-United-States-WyomingWind-River-Range-Sharks-Nose-Southwest-Face,-109.2461288,"Sharks Nose, WY",1961
42.7766326,http://publications.americanalpineclub.org/articles/12196138201/North-America-United-States-WyomingWind-River-Range-Sharks-Nose-Southwest-Face,-109.2461288,"Sharks Nose, WY",1961
42.7682999,http://publications.americanalpineclub.org/articles/12196138301/North-Face-Mount-Mitchell-West,-109.2072392,"Mitchell Peak, WY",1961
44.0935167,http://publications.americanalpineclub.org/articles/12196221501/North-America-United-States-Idaho-Rotten-Monolith,-114.99675,Braxon Peak,1962
42.5349663,http://publications.americanalpineclub.org/articles/12196221802/North-America-United-States-Wyoming-Tetons-Symmetry-Crag-1-Southeast-Ridge,-104.3616162,"Wyoming, Tetons",1962
50.73,http://publications.americanalpineclub.org/articles/12196224201/North-America-Canada-Bugaboos-Pigeon-Spire-North-Face,-116.7916666,"Canada, Pigeon Spire",1962
49.7181196,http://publications.americanalpineclub.org/articles/12196224701/North-America-Canada-Coast-Range-Papoose-Rock,-123.1951982,"Squamish, Canada",1962
47.4788983,http://publications.americanalpineclub.org/articles/12196347201/North-America-United-States-Washington-Cascade-Mountains-Dragontail-Peak-Stuart-Range,-120.8419704,"Dragontail Peak, WA",1963
47.4873556,http://publications.americanalpineclub.org/articles/12196347203/North-America-United-States-Washington-Cascade-Mountains-South-Face-of-Prusik-Peak-Cashmere-Crags,-120.7930299,"Prusik Peak, WA",1963
47.5295651,http://publications.americanalpineclub.org/articles/12196347301/North-America-United-States-Washington-Cascade-Mountains-Snow-Creek-Wall-Orbit-Route,-120.718698,"Washington, Snow Creek Wall",1963
47.5845656,http://publications.americanalpineclub.org/articles/12196347303/North-America-United-States-Washington-Cascade-Mountains-Tumwater-Canyon,-120.6784209,"Washington, Tumwater Canyon",1963
48.8123492,http://publications.americanalpineclub.org/articles/12196347404/North-America-United-States-Washington-Cascade-Mountains-Mount-Fury-North-Rib,-121.3231862,"Washington, Mount Fury",1963
44.0601973,http://publications.americanalpineclub.org/articles/12196348002/North-America-United-States-Idaho-Sawtooth-Range-La-Fiamma,-115.0321072,"Packrat Peak, ID",1963
44.0913528,http://publications.americanalpineclub.org/articles/12196348003/North-America-United-States-Idaho-Sawtooth-Range-Silicon-Tower-Verita-Ridge,-115.057002,"Idaho, Sawtooth Range",1963
38.6527618,http://publications.americanalpineclub.org/articles/12196348102/North-America-United-States-Utah-The-Priest,-109.3678942,"Utah, The Priest",1963
40.526616,http://publications.americanalpineclub.org/articles/12196348301/North-America-United-States-Utah-Flying-Buttress-West-Lone-Peak-Basin,-111.7560417,West Lone Peak,1963
42.761681,http://publications.americanalpineclub.org/articles/12196349101/North-America-United-States-WyomingWind-River-Range-Warbonnet-Northeast-Face,-109.2189761,"Warbonnet Peak, WY",1963
51.215,http://publications.americanalpineclub.org/articles/12196349902/North-America-Canada-Canadian-Rockies-Mount-Louis-West-Face,-115.68,"Canada, Mount Louis",1963
46.8523213,http://publications.americanalpineclub.org/articles/12196417001/North-America-United-States-WashingtonCascade-Mountains-Mount-Rainier-South-Tahoma-Glacier-Headwall,-121.7690991,"Mount Rainier, WA",1964
47.4751179,http://publications.americanalpineclub.org/articles/12196417100/North-America-United-States-WashingtonCascade-Mountains-Mount-Stuart-Direct-North-Buttress,-120.9031444,"Washington, Mount Stuart",1964
44.4112417,http://publications.americanalpineclub.org/articles/12196417503/North-America-United-States-OregonCascade-Mountains-Steins-Pillar,-120.6202973,"Oregon, Stein's Pillar",1964
44.0962829,http://publications.americanalpineclub.org/articles/12196418301/North-America-United-States-Utah-Split-Aiguille-Direct-Sawtooth-Range,-114.9906,Sawtooth Range,1964
42.7791328,http://publications.americanalpineclub.org/articles/12196418901/North-America-United-States-WyomingWind-Rivers-Pingora-East-Face,-109.2341842,"Pingora Peak, WY",1964
52.6547449,http://publications.americanalpineclub.org/articles/12196420301/North-America-Canada-Canadian-Rockies-Mount-Bennington-North-Face-Ramparts,-118.315608,"Mount Bennington, Canada",1964
47.5295651,http://publications.americanalpineclub.org/articles/12196540802/North-America-United-States-Washington-Cascade-Mountains-Snow-Creek-Wall-New-Routes,-120.718698,"Washington, Snow Creek Wall",1965
42.8852586,http://publications.americanalpineclub.org/articles/12196542802/North-America-United-States-Wyoming-Wind-River-Range-Pronghorn-East-Face,-109.3718546,"Pronghorn Peak, WY",1965
43.3241792,http://publications.americanalpineclub.org/articles/12196542902/North-America-United-States-Wyoming-Wind-River-Range-Spider-Peak-Northeast-Face,-109.6569505,"Spider Peak, WY",1965
47.5845656,http://publications.americanalpineclub.org/articles/12196613103/North-America-United-States-WashingtonCascade-Mountains-Tumwater-Canyon-Wall-Street-Route-on-Noontime-Rock,-120.6784209,"Washington, Tumwater Canyon",1966
48.774029,http://publications.americanalpineclub.org/articles/12196613501/North-America-United-States-WashingtonCascade-Mountains-McMillan-Spire-North-Face,-121.2872377,"McMillan Spire, WA",1966
48.825964,http://publications.americanalpineclub.org/articles/12196613502/North-America-United-States-WashingtonCascade-Mountains-Lake-Ann-Buttress,-121.648856,"Lake Ann, WA",1966
37.715587,http://publications.americanalpineclub.org/articles/12196613603/North-America-United-States-CaliforniaYosemite-Rattlesnake-Route,-119.6526253,Bridalveil Falls Yosemite,1966
52.3408333,http://publications.americanalpineclub.org/articles/12196615603/North-America-Canada-Selkirks-Mount-McDonald-North-Face,-116.9452777,"Canada, Mount McDonald",1966
52.7083559,http://publications.americanalpineclub.org/articles/12196616101/North-America-Canada-Canadian-Rockies-Bastion-Peak-East-Face,-118.3625525,"Bastion Peak, Canada",1966
47.4827987,http://publications.americanalpineclub.org/articles/12196734900/North-America-United-States-WashingtonCascade-Mountains-The-Blockhouse-South-Face,-120.8029647,"The Temple, WA",1967
47.8238102,http://publications.americanalpineclub.org/articles/12196735001/North-America-United-States-WashingtonCascade-Mountains-Index-Town-Wall-Town-Crier-Route,-121.566125,"Washington, Index Town Wall",1967
48.4829513,http://publications.americanalpineclub.org/articles/12196735203/North-America-United-States-WashingtonCascade-Mountains-Mount-Goode-East-Buttress,-120.9459621,"Washington, Mount Goode",1967
38.724,http://publications.americanalpineclub.org/articles/12196735403/North-America-United-States-Utah-Echo-Tower-Fisher-Towers,-109.3083,"Utah, Fisher Towers",1967
42.7805068,http://publications.americanalpineclub.org/articles/12196735902/North-America-United-States-WyomingWind-River-Range-Wolfs-Head-South-Face,-109.2329081,"Wyoming, Wolf's Head",1967
42.7608287,http://publications.americanalpineclub.org/articles/12196736001/North-America-United-States-WyomingWind-River-Range-Monolith-Northwest-Face,-109.1682024,"The Monolith, WY",1967
52.7183717,http://publications.americanalpineclub.org/articles/12196736902/North-America-Canada-Canadian-Rockies-Barbican-Peak-East-Face,-118.4484385,"Barbican Peak, Canada",1967
48.5154151,http://publications.americanalpineclub.org/articles/12196813401/North-America-United-States-WashingtonCascade-Mountains-Liberty-Bell-West-Face-via-Serpentine-Crack,-120.6578808,"Washington, Liberty Bell",1968
38.2189311,http://publications.americanalpineclub.org/articles/12196815402/North-America-United-States-Utah-King-on-a-Throne-Monument-Valley,-111.1846311,"Utah, Throne",1968
52.6850225,http://publications.americanalpineclub.org/articles/12196816802/North-America-Canada-Canadian-Rockies-Dungeon-Peak-East-Face,-118.3125525,"Dungeon Peak, Canada",1968
49.6956,http://publications.americanalpineclub.org/articles/12196818001/North-America-Canada-Canadian-Coast-Ranges-Squamish-Squaw-Right-Wing-Route,-123.1156,"Canada, Squamish Squaw",1968
49.686667,http://publications.americanalpineclub.org/articles/12196818100/North-America-Canada-Canadian-Coast-Ranges-Squamish-Chief-Unfinished-Symphony-Route,-123.135,"Canada, Squamish Chief",1968
36.592451,http://publications.americanalpineclub.org/articles/12196939103/North-America-United-States-California-Sierra-Nevada-Mount-Carillon-East-Face,-118.286923,"Mount Carillon, CA",1969
36.74799,http://publications.americanalpineclub.org/articles/12196939200/North-America-United-States-California-Sierra-Nevada-University-Peak-Northeast-Face,-118.3614857,"California, University Peak",1969
36.4943122,http://publications.americanalpineclub.org/articles/12196939302/North-America-United-States-California-Sierra-Nevada-Castle-Rocks-North-Buttress-of-Amphitheatre-Dome,-118.71704,"California, Castle Rocks",1969
36.4680207,http://publications.americanalpineclub.org/articles/12197644401/North-America-United-States-California-Sierra-Nevada-Peak-11440-Spring-Lake-Wall-Thats-a-Sheer-Cliff-Route,-118.5583005,"Spring Lake, CA",1976
38.1230043,http://publications.americanalpineclub.org/articles/12197644705/North-America-United-States-California-Sierra-Nevada-Wells-Peak-East-Face,-119.5460538,"Wells Peak, CA",1976
36.109406,http://publications.americanalpineclub.org/articles/12197644801/North-America-United-States-California-Sierra-Nevada-Witch-Tower-the-Needles-West-Face,-118.4933078,"The Needles, CA",1976
48.4093356,http://publications.americanalpineclub.org/articles/12197717002/North-America-United-States-Washington-Cascade-Mountains-Spider-Mountain-North-Face,-121.071325,"Spider Mountain, WA",1977
36.1326065,http://publications.americanalpineclub.org/articles/12197718503/North-America-United-States-Nevada-New-Routes-on-Juniper-Mountain-Red-Rock-Canyon-Charleston-Range,-115.4243374,"Nevada, Red Rock Canyon",1977
32.24491,http://publications.americanalpineclub.org/articles/12197647602/North-America-Mexico-Baja-California-Gran-Trono-Blanco,-115.91389,El Gran Trono Blanco,1977
56.3332511,http://publications.americanalpineclub.org/articles/12197854902/North-America-Canada-British-Columbia-Coast-Range-Mount-Jankowski-Southwest-Face,-130.0364524,"Mount Jancowski, Canada",1978
32.24491,http://publications.americanalpineclub.org/articles/12197647602/North-America-Mexico-Baja-California-Gran-Trono-Blanco,-115.91389,El Gran Trono Blanco,1978
37.1022204,http://publications.americanalpineclub.org/articles/12197919304/North-America-United-States-California-Sierra-Nevada-Domes-at-Courtright-Reservoir,-119.0156544,"Courtwright Resevoir, CA",1979
61.7405556,http://publications.americanalpineclub.org/articles/12198213802/North-America-United-States-Alaska-P-9650-and-Attempt-on-Mount-Hesperus-Revelation-Mountains,-154.1616667,"Alaska, Revelation Mountains",1982
61.7405556,http://publications.americanalpineclub.org/articles/12198314804/Mount-Titanic,-154.1616667,Revelation Mountains,1983
36.7702136,http://publications.americanalpineclub.org/articles/12198315302/North-America-United-States-CaliforniaSierra-Nevada-The-Parapet-South-Face,-118.4378751,Mount Bago,1983
51.5158479,http://publications.americanalpineclub.org/articles/12198317401/North-America-Canada-Coast-Range-Ottarosko-Nuit-Range,-124.7324558,"Ottarasko Mountain, Canada",1983
58.6166667,http://publications.americanalpineclub.org/articles/12198415904/North-America-United-States-Alaska-Michaels-Sword-Second-Ascent-and-Devils-Paw-Attempt-Juneau-Icefield,-134.5,"Alaska, Juneau Icefield",1984
37.5027777,http://publications.americanalpineclub.org/articles/12198416604/North-America-United-States-CaliforniaSierra-Nevada-Wheeler-Crest-Stormy-Petrel-Route,-118.6847222,"California, Wheeler Crest",1984
51.3841613,http://publications.americanalpineclub.org/articles/12198419003/North-America-Canada-Mount-Tatlow-Northeast-Face,-124.004593,"Mount Tatlow, Canada",1984
42.6388914,http://publications.americanalpineclub.org/articles/12198520502/North-America-United-States-WyomingWind-River-Range-Mount-Nystrom-East-Peak-South-Face-and-Southeast-Buttress,-109.1293969,"Mount Nystrom, WY",1985
27.9544394,http://publications.americanalpineclub.org/articles/12198526901/Asia-Nepal-Lobuje-East,86.7852126,"Lobuche, Nepal",1985
27.9544394,http://publications.americanalpineclub.org/articles/12198526901/Asia-Nepal-Lobuje-East,86.7852126,"Lobuche, Nepal",1985
51.6383333,http://publications.americanalpineclub.org/articles/12198618202/North-America-Canada-Canadian-Coast-Range-Whitesaddle-Mountain-North-Face,-124.8466666,"Canada, Whitesaddle Mountain",1986
36.700294,http://publications.americanalpineclub.org/articles/12198813503/North-America-United-States-California-Ericsson-Crag-3-Vinland,-118.4257206,"Ericsson Crags, CA",1988
49.8767025,http://publications.americanalpineclub.org/articles/12198814602/North-America-Canada-British-Columbia-Mount-Moore-British-Columbia-Coast-Mountains,-118.8475441,"Mount Moore, Canada",1988
67.4195903,http://publications.americanalpineclub.org/articles/12199016302/United-States-Alaska-Caliban-Xanadu-The-Maidens-and-Shot-Tower-Arrigetch-Peaks-Brooks-Range,-154.3015028,"Alaska, Brooks Range",1990
50.9614124,http://publications.americanalpineclub.org/articles/12199018001/Canada-Selkirks-Moby-Dick-1988,-117.4066666,"Canada, Moby Dick",1990
30.7961241,http://publications.americanalpineclub.org/articles/12199025904/Asia-IndiaGarhwal-Kedarnath-South-Face-Attempt,79.0602779,"Kednarth Peak, India",1990
32.24491,http://publications.americanalpineclub.org/articles/12197647602/North-America-Mexico-Baja-California-Gran-Trono-Blanco,-115.91389,El Gran Trono Blanco,1991
30.7300613,http://publications.americanalpineclub.org/articles/12199124703/Asia-IndiaGarhwal-Nilkantha-Attempt,79.3707279,"Nikantha, India",1991
36.1172222,http://publications.americanalpineclub.org/articles/12199819401/North-America-United-States-California-Sierra-Nevada-Finger-Rock-Boldfinger,-118.1677777,"California, Finger Rock",1998
60.6063888,http://publications.americanalpineclub.org/articles/12199415401/North-America-Canada-Yukon-Territory-McArther-Peak-South-Face,-140.2136111,"Canada, McArther Peak",1994
42.7791328,http://publications.americanalpineclub.org/articles/12199516701/North-America-United-States-Wyoming-Pingora-Northeast-Face-Wind-River-Range,-109.2341842,"Pingora Peak, WY",1995
49.0236358,http://publications.americanalpineclub.org/articles/12199517403/North-America-Canada-British-Columbia-Macabre-Tower-South-Pillar-Cascade-Range,-120.2003302,"Macabre Tower, Canada",1995
36.5784991,http://publications.americanalpineclub.org/articles/12199615501/North-America-United-States-California-Sierra-Nevada-Whitney-Portal-Area-Mushroom-Tower-New-Routes,-118.29226,Mount Whitney,1996
63.5772222,http://publications.americanalpineclub.org/articles/12199717903/North-America-United-States-Alaska-Cathedral-Mountains,-149.5708333,"Alaska, Cathedral Mountains",1997
51.1514123,http://publications.americanalpineclub.org/articles/12197014701/North-America-Canada-Interior-Ranges-Mount-Dawson-Northwest-Face-Selkirk-Range,-117.438108,"Mount Dawson, Canada",1970
36.109406,http://publications.americanalpineclub.org/articles/12197135601/North-America-United-States-California-Sierra-Nevada-Sorcerer-Needle-East-Face,-118.493307,"The Needles, CA",1971
36.5885514,http://publications.americanalpineclub.org/articles/12197212004/North-America-United-States-CaliforniaSierra-Nevada-Wrinkled-Lady-South-Face,-118.237788,"Whitney Portal, CA",1972
36.5835621,http://publications.americanalpineclub.org/articles/12197212102/North-America-United-States-CaliforniaSierra-Nevada-The-Winged-Horse-South-Face,-118.2694225,"Lower Boy Scout Lake, CA",1972
36.7710493,http://publications.americanalpineclub.org/articles/12197212103/North-America-United-States-CaliforniaSierra-Nevada-The-Sphinx-North-Butttress,-118.5509316,"California, The Sphinx",1972
36.6554905,http://publications.americanalpineclub.org/articles/12197212201/North-America-United-States-CaliforniaSierra-Nevada-Mount-Tyndall-East-Face-Couloir,-118.3370383,"California, Mount Tyndall",1972
43.378129,http://publications.americanalpineclub.org/articles/12197213502/North-America-United-States-Wyoming-The-Bottle-East-Face-Wind-River-Range,-109.7616696,"Wyoming, Wind River Range",1972
58.6166667,http://publications.americanalpineclub.org/articles/12197341301/North-America-United-States-Alaska-The-Tusk-Juneau-Icefields,-134.5,"Alaska, Juneau Icefields",1973
36.7002777,http://publications.americanalpineclub.org/articles/12197341704/North-America-United-States-California-Sierra-Nevada-Ericsson-Crags-North-Face,-118.4169444,"California, Ericsson Crags",1973
36.5616014,http://publications.americanalpineclub.org/articles/12197341804/North-America-United-States-California-Sierra-Nevada-West-Lone-Pine-Peak-Red-Baron-Tower,-118.2250896,"California, West Lone Pine Peak",1973
35.8832857,http://publications.americanalpineclub.org/articles/12197341902/North-America-United-States-California-Sierra-Nevada-Domeland,-118.2114406,Domeland Wilderness,1973
37.4149431,http://publications.americanalpineclub.org/articles/12197342101/North-America-United-States-California-Sierra-Nevada-Fuller-Buttes-Southeast-Face,-119.2837376,"California, Fuller Buttes",1973
38.4755555,http://publications.americanalpineclub.org/articles/12197342501/North-America-United-States-Utah-Moses-Canyonlands-National-Park,-109.9108333,"Utah, Moses",1973
38.4755555,http://publications.americanalpineclub.org/articles/12197342501/North-America-United-States-Utah-Moses-Canyonlands-National-Park,-109.9108333,"Utah, Moses",1973
32.4434174,http://publications.americanalpineclub.org/articles/12197342604/North-America-United-States-Arizona-Esperero-Canyon-Towers-Mount-Lemmon,-110.7881222,"Arizona, Mount Lemmon",1973
52.04,http://publications.americanalpineclub.org/articles/12197344003/North-America-Canada-Canadian-Rockies-Mount-Bryce-North-Face,-117.3291666,"Canada, Mount Bryce",1973
36.4552182,http://publications.americanalpineclub.org/articles/12197414404/North-America-United-States-California-Sierra-Nevada-Sawtooth-Peak-North-Face,-118.5550926,"California, Sawtooth Peak",1974
38.0975534,http://publications.americanalpineclub.org/articles/12197414501/North-America-United-States-California-Sierra-Nevada-The-Juggernaut,-119.458066,"Crown Lake, CA",1974
52.9683826,http://publications.americanalpineclub.org/articles/12197416401/North-America-Canada-Canadian-Rockies-Mount-Bridgland-East-Face,-118.5952113,"Mount Bridgland, Canada",1974
63.2388889,http://publications.americanalpineclub.org/articles/12197511902/North-America-United-States-Alaska-Mount-Kimball,-144.6416667,"Alaska, Mount Kimball",1975
51.0500529,http://publications.americanalpineclub.org/articles/12197515001/North-America-Canada-Interior-Ranges-Sugarloaf-Mountain-Southeast-Ridge-Selkirks,-117.4235447,"Sugarloaf, Canada",1975
51.3913888,http://publications.americanalpineclub.org/articles/12196543702/North-America-Canada-Coast-Range-Serra-5,-125.1988888,"Canada, Serra 5",1965
51.59,http://publications.americanalpineclub.org/articles/12198119802/North-America-CanadaCoast-Range-The-Brother-and-the-Sisters-North-Faces-Niut-Range,-124.8816666,"Canada, Niut Range",1981
61.3387344,http://publications.americanalpineclub.org/articles/12198716002/North-America-United-States-Alaska-P-12659,-141.862814,"University Peak, AK",1987
48.5154151,http://publications.americanalpineclub.org/articles/12196011601/North-America-United-States-Washington-Cascades-Liberty-Bell-Mountain-North-Face-Variant,-120.6578808,"Washington, Liberty Bell Mountain",1960
48.5115587,http://publications.americanalpineclub.org/articles/12196011700/North-America-United-States-Washington-Cascades-Northwest-Face-of-Forbidden-Peak,-121.092996,"Forbidden Peak, WA",1960
49.0255979,http://publications.americanalpineclub.org/articles/12196013400/North-America-Canada-British-Columbia-Northwest-Face-of-Slesse-Peak-Chilliwack-Range,-121.6270496,"Slesse Mountain, Canada",1960
47.774592,http://publications.americanalpineclub.org/articles/12196136301/North-America-United-States-WashingtonCascades-Mount-Index-Middle-Peak-West-Face,-121.6160467,"Mount Index, WA",1961
44.1189902,http://publications.americanalpineclub.org/articles/12196221403/North-America-United-States-Idaho-Grand-Aiguille-South-Face,-114.9687932,"Redfish Lake, ID",1962
62.9326663,http://publications.americanalpineclub.org/articles/12196540303/North-America-United-States-Alaska-Peak-10105-Second-Ascent,-151.1567622,,1965
42.7316469,http://publications.americanalpineclub.org/articles/12196542502/North-America-United-States-Wyoming-Wind-River-Range-Haystack-Direct-West-Face,-109.1837923,"Haystack Mountain, WY",1965
42.8920701,http://publications.americanalpineclub.org/articles/12196542901/North-America-United-States-Wyoming-Wind-River-Range-Dragon-Head-East-Face,-109.3662969,"Dragon Head Peak, WY",1965
44.1010445,http://publications.americanalpineclub.org/articles/12196613803/North-America-United-States-Idaho-Mount-Heyburn-North-Face-of-East-Peak-Sawtooth-Range,-114.9937463,"Mount Heyburn, ID",1966
51.2630555,http://publications.americanalpineclub.org/articles/12196615701/North-America-Canada-Selkirks-Mount-Sir-Donald-First-Winter-Ascent,-117.4313888,"Canada, Mount Sir Donald",1966
51.3366899,http://publications.americanalpineclub.org/articles/12196616103/North-America-Canada-Canadian-Rockies-Mount-Tupper-South-Face-Selkirks,-117.5142191,"Mount Tupper, Canada",1966
60.3503143,http://publications.americanalpineclub.org/articles/12196736302/North-America-Canada-Yukon-Territory-Mount-Alverstone-Northeast-Face,-139.1474332,"Mount Alverstone, Canada",1967
36.5885514,http://publications.americanalpineclub.org/articles/12197212004/North-America-United-States-CaliforniaSierra-Nevada-Wrinkled-Lady-South-Face,-118.237788,"Whitney Portal, CA",1968
63.2318566,http://publications.americanalpineclub.org/articles/12196937500/North-America-United-States-Alaska-Attempt-on-Mount-Kimball-Eastern-Alaska-Range,-144.6758198,"Mount Kimball, AK",1969
36.5835621,http://publications.americanalpineclub.org/articles/12197212102/North-America-United-States-CaliforniaSierra-Nevada-The-Winged-Horse-South-Face,-118.2694225,"Lower Boy Scout Lake, CA",1969
50.6355742,http://publications.americanalpineclub.org/articles/12197646802/North-America-Canada-Canadian-Rockies-Mount-Queen-Mary-Northeast-Face,-115.457378,"Mount Queen Mary, Canada",1976
58.6166667,http://publications.americanalpineclub.org/articles/12197717001/North-America-United-States-Alaska-Juneau-Icefields,-134.5,"Alaska, Juneau Icefields",1977
37.0202851,http://publications.americanalpineclub.org/articles/12197718102/North-America-United-States-California-Sierra-Nevada-Split-Mountain-East-Arte-of-North-Summit,-118.4218804,"California, Split Mountain",1977
